발송일자,발송관할청,발송집중국,도착집중국,운송선로편코드,운송선로명,운송거리(km),차량톤급(톤),등기소포물량(건),등기통상물량(건),국내특급물량(건)
2019-10-01,서울청,동서울우편집중국,동서울물류센터,0113027-030,동집동서울물왕2-1,1,25,1306,0,0
2019-10-01,서울청,동서울우편집중국,동서울물류센터,0113036-010,동집동서울물왕복1-1,2,110,3009,0,0
2019-10-01,서울청,동서울우편집중국,동서울물류센터,0114326-019,동집(동서울물)광진수집3-1,2,50,389,0,0
2019-10-01,서울청,동서울우편집중국,동서울물류센터,0123023-010,동서울물동집왕복1-2,2,110,975,0,0
2019-10-01,서울청,동서울우편집중국,서서울물류센터,0113037-010,동집서서울물왕복1-2,49,110,2790,0,0
2019-10-01,서울청,동서울우편집중국,서서울물류센터,0113037-020,동집서서울물왕복1-1,49,80,1079,0,0
2019-10-01,서울청,동서울우편집중국,서서울물류센터,0113038-019,동집서서울물왕1-1,24,50,1133,0,0
2019-10-01,서울청,동서울우편집중국,서서울물류센터,0432049-010,고양집동집서서울물왕복2-1,84,80,1935,0,0
2019-10-01,서울청,동서울우편집중국,부천우편집중국,0112063-070,동집부천집왕복1-2,68,110,0,17135,27348
2019-10-01,서울청,동서울우편집중국,부천우편집중국,0412036-080,부천집동집왕복1-1,68,80,27,0,65
2019-10-01,서울청,동서울우편집중국,부천우편집중국,0472048-010,부평물부천집동집왕복1-1,88,110,1,4,1255
2019-10-01,서울청,동서울우편집중국,수원우편집중국,0112061-020,동집수원집왕복1-1,77,180,1685,0,0
2019-10-01,서울청,동서울우편집중국,수원우편집중국,0112062-010,동집수원집왕2-1,39,110,3593,0,0
2019-10-01,서울청,동서울우편집중국,수원우편집중국,0112062-019,동집수원집왕1-1,39,50,927,0,0
2019-10-01,서울청,동서울우편집중국,수원우편집중국,0402020-010,수원집동집왕복1-1,77,80,929,0,23
2019-10-01,서울청,동서울우편집중국,수원우편집중국,0402020-020,수원집동집왕복2-2,77,80,937,5458,6495
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0112065-010,동집의정부집왕복1-1,56,180,1808,0,2
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0112065-040,동집의정부집왕복1-2,28,110,1728,0,0
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0112066-010,동집의정부집왕2-1,27,50,512,0,1210
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0422024-070,의정부집동집왕복2-1,55,25,27,0,12
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0422024-080,의정부집동집왕복2-1,55,110,731,5603,17195
2019-10-01,서울청,동서울우편집중국,의정부우편집중국,0422024-090,의정부집동집왕복2-2,55,110,1904,0,0
2019-10-01,서울청,동서울우편집중국,안양우편집중국,0112069-020,동집안양집왕복1-2,49,80,7,0,233
2019-10-01,서울청,동서울우편집중국,안양우편집중국,0112070-010,동집안양집왕2-1,25,110,0,0,19476
2019-10-01,서울청,동서울우편집중국,안양우편집중국,0452047-010,안양집안양물동집왕복2-1,55,80,0,0,80
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0112067-010,동집성남집왕복1-1,50,110,2411,0,0
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0112067-020,동집성남집왕복1-3,50,80,1546,0,0
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0112068-010,동집성남집왕2-1,25,110,1697,0,0
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0112068-010,동집성남집왕2-1,25,180,2012,7045,10829
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0112068-019,동집성남집왕1-1,25,80,1505,0,1
2019-10-01,서울청,동서울우편집중국,성남우편집중국,0442027-040,성남집동집왕복2-1,56,110,5,0,14
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0112071-010,동집고양집왕복1-1,73,110,1402,0,0
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0112071-020,동집고양집왕복1-2,73,110,1676,0,0
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0112072-019,동집고양집왕1-1,36,110,1257,0,0
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0432043-030,고양집동집왕복1-2,73,180,1496,0,2
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0432043-040,고양집동집왕복2-1,73,110,1007,0,13446
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0432043-040,고양집동집왕복2-1,73,180,1583,0,17959
2019-10-01,서울청,동서울우편집중국,고양우편집중국,0432049-010,고양집동집서서울물왕복2-1,84,80,499,0,20
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0112084-029,동집안양물왕1-1,26,80,2954,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0112086-020,동집안양물왕복1-3,52,180,1541,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0112086-030,동집안양물왕복1-1,51,80,892,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0112086-040,동집안양물왕복1-2,51,110,1367,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0202063-020,원주집동서울안양물왕1-1,129,180,716,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0452047-010,안양집안양물동집왕복2-1,55,80,1420,0,0
2019-10-01,서울청,동서울우편집중국,안양우편물류센터,0462004-040,안양물동집왕복1-1,52,80,3195,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0112087-020,동집부평물왕복1-1,81,180,2468,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0112087-040,동집부평물왕복1-2,81,180,1709,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0112087-050,동집부평물왕복1-3,41,180,2780,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0472027-010,부평물동집왕복1-1,81,180,2544,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0472027-019,부평물동집왕복1-1,81,180,3935,0,0
2019-10-01,서울청,동서울우편집중국,부평물류센터,0472048-010,부평물부천집동집왕복1-1,88,110,1163,0,0
2019-10-01,서울청,동서울우편집중국,부산우편집중국,0112013-200,동집부산집왕1-1,371,110,1076,0,0
2019-10-01,서울청,동서울우편집중국,부산우편집중국,0112013-210,동집부산집왕1-2,371,110,1712,0,0
2019-10-01,서울청,동서울우편집중국,부산우편집중국,0112013-220,동집부산집왕1-4,371,110,2457,0,3256
2019-10-01,서울청,동서울우편집중국,부산우편집중국,0112013-230,동집부산집왕1-4,371,110,1291,11590,3189
2019-10-01,서울청,동서울우편집중국,창원우편집중국,0112016-070,동집창원집왕1-1,348,110,1304,0,7777
2019-10-01,서울청,동서울우편집중국,창원우편집중국,0112016-080,동집창원집왕1-2,348,80,1763,0,0
2019-10-01,서울청,동서울우편집중국,진주우편집중국,0112082-050,동집진주집왕1-1,329,80,939,0,3807
2019-10-01,서울청,동서울우편집중국,울산우편집중국,0112055-080,동집울산집왕1-1,350,110,1243,0,8956
2019-10-01,서울청,동서울우편집중국,울산우편집중국,0112055-090,동집울산집왕1-2,350,110,2192,0,0
2019-10-01,서울청,동서울우편집중국,대전우편집중국,0112012-080,동집대전집왕1-1,172,110,882,0,0
2019-10-01,서울청,동서울우편집중국,대전우편집중국,0112012-090,동집대전집왕1-2,172,110,818,9230,3495
2019-10-01,서울청,동서울우편집중국,대전우편집중국,0112054-050,동집대전집왕복1-2,345,110,2135,0,0
2019-10-01,서울청,동서울우편집중국,청주우편집중국,0112015-030,동집청주집왕1-1,131,80,1026,0,0
2019-10-01,서울청,동서울우편집중국,청주우편집중국,0112056-030,동집천안집청주집왕1-1,141,110,216,0,0
2019-10-01,서울청,동서울우편집중국,청주우편집중국,0312057-020,청주집동집왕복2-1,263,80,2290,6749,2911
2019-10-01,서울청,동서울우편집중국,천안우편집중국,0112011-040,동집천안집왕복1-1,181,110,1056,0,0
2019-10-01,서울청,동서울우편집중국,천안우편집중국,0112056-030,동집천안집청주집왕1-1,141,110,1948,0,7782
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-019,동집센터왕복1-1,345,180,821,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-029,동집센터왕복2-1,345,180,2627,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-140,동집센터왕복2-2,345,180,1601,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-160,동집센터왕복1-1,345,50,58,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-170,동집센터왕복2-3,345,180,3691,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111001-180,동집센터왕복1-1,345,180,525,0,0
2019-10-01,서울청,동서울우편집중국,대전교환센터,0111002-120,동집센터왕2-4,172,110,0,1,0
2019-10-01,서울청,동서울우편집중국,광주우편집중국,0112005-050,동집광주집왕1-1,286,80,1132,0,0
2019-10-01,서울청,동서울우편집중국,광주우편집중국,0112005-080,동집광주집왕1-1,286,80,705,0,0
2019-10-01,서울청,동서울우편집중국,광주우편집중국,0112005-090,동집광주집왕1-2,286,180,1968,9392,2001
2019-10-01,서울청,동서울우편집중국,영암우편집중국,0112045-040,동집영암집왕1-1,352,110,933,0,3641
2019-10-01,서울청,동서울우편집중국,순천집중과,0112031-040,동집순천집왕1-1,319,80,962,0,4515
2019-10-01,서울청,동서울우편집중국,대구우편집중국,0112007-170,동집대구집왕1-1,273,110,715,0,0
2019-10-01,서울청,동서울우편집중국,대구우편집중국,0112007-180,동집대구집왕1-4,273,180,2732,0,12111
2019-10-01,서울청,동서울우편집중국,대구우편집중국,0112007-190,동집대구집왕1-2,273,110,2089,0,0
2019-10-01,서울청,동서울우편집중국,대구우편집중국,0112007-200,동집대구집왕1-3,273,180,1844,0,2842
2019-10-01,서울청,동서울우편집중국,안동우편집중국,0112104-020,동집안동집왕1-1,239,80,853,0,2473
2019-10-01,서울청,동서울우편집중국,포항우편집중국,0112073-040,동집포항집왕1-1,314,110,1540,0,4727
2019-10-01,서울청,동서울우편집중국,전주우편집중국,0112003-090,동집전주집왕1-2,189,110,1122,0,0
2019-10-01,서울청,동서울우편집중국,전주우편집중국,0112003-100,동집전주집왕1-3,189,180,2095,0,9250
2019-10-01,서울청,동서울우편집중국,원주우편집중국,0112010-060,동집원주집왕복1-1,201,180,1135,0,7969
2019-10-01,서울청,동서울우편집중국,원주우편집중국,0112014-019,동집원주집왕1-1,112,110,812,0,0
2019-10-01,서울청,동서울우편집중국,원주우편집중국,0112014-029,동집원주집왕1-2,112,50,0,0,0
2019-10-01,서울청,동서울우편집중국,원주우편집중국,0112014-039,동집원주집왕1-3,112,50,0,0,0
2019-10-01,서울청,동서울우편집중국,강릉우편집중국,0212123-020,강릉집동집왕복2-1,436,110,1151,0,2905
2019-10-01,서울청,동서울물류센터,동서울우편집중국,0113036-010,동집동서울물왕복1-1,2,110,2861,0,0
2019-10-01,서울청,동서울물류센터,동서울우편집중국,0123023-010,동서울물동집왕복1-2,2,110,1442,0,0
2019-10-01,서울청,동서울물류센터,동서울우편집중국,0123024-019,동서울물동집왕1-1,1,110,1270,0,0
2019-10-01,서울청,동서울물류센터,동서울우편집중국,0123024-080,동서울물동집왕1-1,1,50,2299,0,0
2019-10-01,서울청,동서울물류센터,서서울물류센터,0123040-040,동서울물서서울물왕복1-1,50,110,1968,0,0
2019-10-01,서울청,동서울물류센터,서서울물류센터,0123041-019,동서울물서서울물왕1-1,25,80,1213,0,0
2019-10-01,서울청,동서울물류센터,수원우편집중국,0122057-010,동서울물수원집왕1-1,39,50,1138,0,0
2019-10-01,서울청,동서울물류센터,수원우편집중국,0122057-019,동서울물수원집왕1-1,39,110,1825,0,0
2019-10-01,서울청,동서울물류센터,수원우편집중국,0402025-030,수원집동서울물왕복1-1,79,80,2151,0,0
2019-10-01,서울청,동서울물류센터,의정부우편집중국,0122039-019,동서울물의정부집왕1-1,28,110,1576,0,0
2019-10-01,서울청,동서울물류센터,의정부우편집중국,0122039-030,동서울물의정부집왕1-1,28,50,1209,0,0
2019-10-01,서울청,동서울물류센터,의정부우편집중국,0422031-030,의정부집동서울물왕복1-1,56,110,2233,0,0
2019-10-01,서울청,동서울물류센터,성남우편집중국,0122040-019,동서울물성남집왕1-1,26,80,1156,0,0
2019-10-01,서울청,동서울물류센터,성남우편집중국,0122040-029,동서울물성남집왕1-2,26,50,1441,0,0
2019-10-01,서울청,동서울물류센터,성남우편집중국,0122040-030,동서울물성남집왕1-1,26,50,1183,0,0
2019-10-01,서울청,동서울물류센터,성남우편집중국,0442033-020,성남집동서울물왕복2-1,58,110,1026,0,0
2019-10-01,서울청,동서울물류센터,고양우편집중국,0122059-010,동서울물고양집왕1-1,37,50,1070,0,0
2019-10-01,서울청,동서울물류센터,고양우편집중국,0122059-019,동서울물고양집왕1-1,37,50,970,0,0
2019-10-01,서울청,동서울물류센터,고양우편집중국,0432047-020,고양집동서울물왕복2-1,75,110,2403,0,0
2019-10-01,서울청,동서울물류센터,안양우편물류센터,0122047-040,동서울물안양물왕복1-1,63,110,2606,0,0
2019-10-01,서울청,동서울물류센터,안양우편물류센터,0122048-019,동서울물안양물왕1-1,31,110,1369,0,0
2019-10-01,서울청,동서울물류센터,안양우편물류센터,0122048-040,동서울물안양물왕1-1,31,50,1342,0,0
2019-10-01,서울청,동서울물류센터,안양우편물류센터,0462046-010,안양물동서울물왕복1-1,72,80,2363,0,0
2019-10-01,서울청,동서울물류센터,부평물류센터,0122051-019,동서울물부평물왕1-1,41,180,1431,0,0
2019-10-01,서울청,동서울물류센터,부평물류센터,0122051-020,동서울물부평물왕1-1,41,50,1188,0,0
2019-10-01,서울청,동서울물류센터,부평물류센터,0472003-030,부평물동서울물왕복1-1,82,80,3294,0,0
2019-10-01,서울청,동서울물류센터,부평물류센터,0472003-050,부평물동서울물왕복1-2,82,180,2468,0,0
2019-10-01,서울청,동서울물류센터,부산우편집중국,0122012-070,동서울물부산집왕1-2,371,180,2075,0,0
2019-10-01,서울청,동서울물류센터,부산우편집중국,0122012-080,동서울물부산집왕1-3,371,80,2432,0,0
2019-10-01,서울청,동서울물류센터,부산우편집중국,0122087-019,동서울물대구집부산집왕1-1,380,180,1161,0,0
2019-10-01,서울청,동서울물류센터,울산우편집중국,0122017-030,동서울물울산집왕1-1,349,180,1802,0,0
2019-10-01,서울청,동서울물류센터,대전우편집중국,0122052-020,동서울물대전집왕복1-1,347,110,1909,0,0
2019-10-01,서울청,동서울물류센터,청주우편집중국,0122027-020,동서울물천안집청주집왕복1-1,283,80,711,0,0
2019-10-01,서울청,동서울물류센터,천안우편집중국,0122027-020,동서울물천안집청주집왕복1-1,283,80,574,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121001-019,동서울물센터왕복1-1,347,180,1505,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121001-029,동서울물센터왕복1-2,347,180,2237,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121001-070,동서울물센터왕복1-3,347,110,1797,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121001-090,동서울물센터왕복1-4,347,180,2428,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121005-019,동서울물센터왕1-1,173,110,2477,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121005-029,동서울물센터왕1-2,173,110,1964,0,0
2019-10-01,서울청,동서울물류센터,대전교환센터,0121005-039,동서울물센터왕1-3,173,80,893,0,0
2019-10-01,서울청,동서울물류센터,광주우편집중국,0122043-019,동서울물전주집광주집왕1-1,295,110,1005,0,0
2019-10-01,서울청,동서울물류센터,광주우편집중국,0122043-020,동서울물전주집광주집왕1-1,295,110,1056,0,0
2019-10-01,서울청,동서울물류센터,대구우편집중국,0122013-060,동서울물대구집왕1-1,273,110,1204,0,0
2019-10-01,서울청,동서울물류센터,대구우편집중국,0122013-070,동서울물대구집왕1-2,273,110,3354,0,0
2019-10-01,서울청,동서울물류센터,대구우편집중국,0122087-019,동서울물대구집부산집왕1-1,380,180,988,0,0
2019-10-01,서울청,동서울물류센터,전주우편집중국,0122043-019,동서울물전주집광주집왕1-1,295,110,448,0,0
2019-10-01,서울청,동서울물류센터,전주우편집중국,0122043-020,동서울물전주집광주집왕1-1,295,110,1254,0,0
2019-10-01,서울청,동서울물류센터,원주우편집중국,0122022-040,동서울물원주집왕복1-1,200,110,1627,0,1
2019-10-01,서울청,서서울물류센터,동서울우편집중국,0113037-010,동집서서울물왕복1-2,49,110,1668,0,0
2019-10-01,서울청,서서울물류센터,동서울우편집중국,0113037-020,동집서서울물왕복1-1,49,80,1090,0,0
2019-10-01,서울청,서서울물류센터,동서울우편집중국,0133034-010,서서울물동집왕1-1,25,80,2611,0,0
2019-10-01,서울청,서서울물류센터,동서울우편집중국,0133034-019,서서울물동집왕1-1,25,110,3253,0,0
2019-10-01,서울청,서서울물류센터,동서울물류센터,0123040-040,동서울물서서울물왕복1-1,50,80,1800,0,0
2019-10-01,서울청,서서울물류센터,동서울물류센터,0133036-019,서서울물동서울물왕1-1,25,80,2752,0,0
2019-10-01,서울청,서서울물류센터,수원우편집중국,0132086-019,서서울물수원집왕1-1,49,80,3493,0,0
2019-10-01,서울청,서서울물류센터,수원우편집중국,0402026-030,수원집서서울물왕복2-1,99,80,2360,0,0
2019-10-01,서울청,서서울물류센터,의정부우편집중국,0132051-019,서서울물의정부집왕1-1,43,110,2935,0,0
2019-10-01,서울청,서서울물류센터,의정부우편집중국,0422032-020,의정부집서서울물왕복2-1,85,110,4528,0,0
2019-10-01,서울청,서서울물류센터,성남우편집중국,0132088-019,서서울물성남집왕1-1,37,110,3205,0,0
2019-10-01,서울청,서서울물류센터,성남우편집중국,0442034-020,성남집서서울물왕복2-1,74,110,5085,0,0
2019-10-01,서울청,서서울물류센터,고양우편집중국,0132087-019,서서울물고양집왕1-1,21,80,2508,0,0
2019-10-01,서울청,서서울물류센터,고양우편집중국,0432048-020,고양집서서울물왕복2-1,41,50,1822,0,0
2019-10-01,서울청,서서울물류센터,안양우편물류센터,0132089-019,서서울물안양물왕1-1,21,80,3469,0,0
2019-10-01,서울청,서서울물류센터,안양우편물류센터,0462003-030,안양물서서울물왕복1-2,42,80,2291,0,0
2019-10-01,서울청,서서울물류센터,안양우편물류센터,0462003-040,안양물서서울물왕복1-1,42,80,3864,0,0
2019-10-01,서울청,서서울물류센터,부평물류센터,0132069-010,서서울물부평물왕복1-1,35,80,2987,0,0
2019-10-01,서울청,서서울물류센터,부평물류센터,0472004-020,부평물서서울물왕복1-1,35,80,1900,0,0
2019-10-01,서울청,서서울물류센터,부평물류센터,0472004-040,부평물서서울물왕복1-2,35,110,2615,0,0
2019-10-01,서울청,서서울물류센터,부산우편집중국,0132064-030,서서울물대구집부산집왕2-1,394,180,1653,0,0
2019-10-01,서울청,서서울물류센터,부산우편집중국,0132066-030,서서울물창원집부산집왕2-1,418,180,3275,0,0
2019-10-01,서울청,서서울물류센터,창원우편집중국,0132066-030,서서울물창원집부산집왕2-1,418,180,1510,0,0
2019-10-01,서울청,서서울물류센터,울산우편집중국,0132065-030,서서울물대구집울산집왕2-1,412,180,1954,0,0
2019-10-01,서울청,서서울물류센터,대전우편집중국,0132061-010,서서울물대전집왕1-1,189,80,2520,0,0
2019-10-01,서울청,서서울물류센터,청주우편집중국,0132018-030,서서울물천안집청주집왕복1-1,304,80,1826,0,0
2019-10-01,서울청,서서울물류센터,천안우편집중국,0132018-030,서서울물천안집청주집왕복1-1,304,80,1502,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131001-080,서서울물센터왕복1-2,378,110,2016,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131001-090,서서울물센터왕복1-3,378,110,3452,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131001-130,서서울물센터왕복1-1,378,80,2611,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131003-019,서서울물센터왕1-1,189,80,3020,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131003-029,서서울물센터왕1-2,189,50,907,0,0
2019-10-01,서울청,서서울물류센터,대전교환센터,0131003-039,서서울물센터왕1-3,189,50,1013,0,0
2019-10-01,서울청,서서울물류센터,광주우편집중국,0132067-020,서서울물전주집광주집왕2-1,315,180,2310,0,0
2019-10-01,서울청,서서울물류센터,대구우편집중국,0132064-030,서서울물대구집부산집왕2-1,394,180,1411,0,0
2019-10-01,서울청,서서울물류센터,대구우편집중국,0132065-030,서서울물대구집울산집왕2-1,412,180,3325,0,0
2019-10-01,서울청,서서울물류센터,전주우편집중국,0132067-020,서서울물전주집광주집왕2-1,315,180,1986,0,0
2019-10-01,서울청,서서울물류센터,원주우편집중국,0132013-030,서서울물원주집왕복1-1,263,110,2472,0,0
2019-10-01,경인청,부천우편집중국,동서울우편집중국,0112063-070,동집부천집왕복1-2,68,110,519,6089,11290
2019-10-01,경인청,부천우편집중국,동서울우편집중국,0412036-080,부천집동집왕복1-1,68,80,230,0,0
2019-10-01,경인청,부천우편집중국,동서울우편집중국,0412081-019,부천집동집왕1-1,34,50,655,0,0
2019-10-01,경인청,부천우편집중국,동서울우편집중국,0472048-010,부평물부천집동집왕복1-1,88,110,2539,0,0
2019-10-01,경인청,부천우편집중국,수원우편집중국,0413004-060,부천집수원집왕복2-1,128,80,984,1945,3400
2019-10-01,경인청,부천우편집중국,의정부우편집중국,0413003-070,부천집의정부집왕복2-1,106,110,907,1593,2650
2019-10-01,경인청,부천우편집중국,안양우편집중국,0413005-070,부천집안양집왕복1-1,65,80,0,0,0
2019-10-01,경인청,부천우편집중국,안양우편집중국,0413005-080,부천집안양집왕복2-1,65,110,0,2753,4624
2019-10-01,경인청,부천우편집중국,성남우편집중국,0443002-040,성남집부천집왕복2-1,95,45,1095,1398,2021
2019-10-01,경인청,부천우편집중국,고양우편집중국,0433005-070,고양집부천집왕복2-1,39,110,1007,1936,2855
2019-10-01,경인청,부천우편집중국,부평물류센터,0413023-019,부천집부평물류왕복1-1,18,110,1044,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-019,부천집부평물왕2-1,9,180,1434,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-029,부천집부평물왕3-1,9,110,1382,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-030,부천집부평물왕1-3,9,110,2392,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-039,부천집부평물왕3-2,9,50,742,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-049,부천집부평물왕3-3,9,110,206,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-059,부천집부평물왕3-4,9,110,139,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-069,부천집부평물왕3-5,9,50,433,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-070,부천집부평물왕1-7,9,110,850,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-090,부천집부평물왕1-9,9,110,1610,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-100,부천집부평물왕1-4,9,110,1748,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-110,부천집부평물왕1-5,9,110,822,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-120,부천집부평물왕1-6,9,110,1482,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0413034-130,부천집부평물왕1-8,9,110,1323,0,0
2019-10-01,경인청,부천우편집중국,부평물류센터,0472048-010,부평물부천집동집왕복1-1,88,110,1491,0,0
2019-10-01,경인청,부천우편집중국,부산우편집중국,0412001-030,부천집부산집왕2-1,401,110,1182,0,182
2019-10-01,경인청,부천우편집중국,대전우편집중국,0412046-020,부천집대전집왕2-1,195,80,0,0,0
2019-10-01,경인청,부천우편집중국,청주우편집중국,0412087-020,부천집천안집청주집왕2-1,163,80,0,0,0
2019-10-01,경인청,부천우편집중국,천안우편집중국,0412087-020,부천집천안집청주집왕2-1,163,80,0,0,0
2019-10-01,경인청,부천우편집중국,대전교환센터,0411001-019,부천집센터왕복1-1,390,110,0,0,0
2019-10-01,경인청,부천우편집중국,대전교환센터,0411001-190,부천집센터왕복2-1,390,110,0,8257,14079
2019-10-01,경인청,부천우편집중국,대전교환센터,0411002-019,부천집센터왕1-1,195,110,3217,0,866
2019-10-01,경인청,부천우편집중국,대전교환센터,0411002-029,부천집센터왕2-1,195,80,1135,0,7
2019-10-01,경인청,부천우편집중국,대전교환센터,0411002-080,부천집센터왕2-1,195,110,0,0,0
2019-10-01,경인청,부천우편집중국,대전교환센터,0411002-110,부천집센터왕1-3,195,110,0,0,0
2019-10-01,경인청,부천우편집중국,대전교환센터,0411002-120,부천집센터왕1-4,195,110,1469,0,0
2019-10-01,경인청,부천우편집중국,광주우편집중국,0412092-019,부천집 전주집 광주집왕1-1,323,110,0,0,0
2019-10-01,경인청,부천우편집중국,대구우편집중국,0412003-030,부천집대구집왕2-1,309,80,304,0,0
2019-10-01,경인청,부천우편집중국,전주우편집중국,0412092-019,부천집 전주집 광주집왕1-1,323,110,0,0,0
2019-10-01,경인청,부천우편집중국,원주우편집중국,0202130-030,원주집국제물류부천집왕복1-1,323,80,0,941,1368
2019-10-01,경인청,부천우편집중국,제주우편집중국,0414385-030,부천집김포공항배집2-2,10,50,58,0,144
2019-10-01,경인청,부천우편집중국,제주우편집중국,0414385-040,부천집김포공항배집1-1,10,45,8,1017,6327
2019-10-01,경인청,부천우편집중국,제주우편집중국,0524249-019,제주집공항도착수집2-1,6,50,58,0,144
2019-10-01,경인청,부천우편집중국,제주우편집중국,0524249-250,제주집공항도착수집1-1,6,50,8,1017,6327
2019-10-01,경인청,수원우편집중국,동서울우편집중국,0112061-020,동집수원집왕복1-1,77,180,1398,0,0
2019-10-01,경인청,수원우편집중국,동서울우편집중국,0402020-010,수원집동집왕복1-1,77,80,783,0,0
2019-10-01,경인청,수원우편집중국,동서울우편집중국,0402020-020,수원집동집왕복2-2,77,110,1188,1021,3987
2019-10-01,경인청,수원우편집중국,동서울물류센터,0402025-030,수원집동서울물왕복1-1,79,110,2162,0,0
2019-10-01,경인청,수원우편집중국,서서울물류센터,0402026-030,수원집서서울물왕복2-1,99,110,1205,0,0
2019-10-01,경인청,수원우편집중국,의정부우편집중국,0403004-030,수원집의정부집왕복2-2,144,80,1170,0,1006
2019-10-01,경인청,수원우편집중국,의정부우편집중국,0403004-040,수원집의정부집왕복2-1,144,80,1080,0,0
2019-10-01,경인청,수원우편집중국,안양우편집중국,0453003-050,안양집수원집왕복2-1,49,80,0,0,2822
2019-10-01,경인청,수원우편집중국,성남우편집중국,0322046-040,천안집수원집왕복2-1,138,80,367,452,1459
2019-10-01,경인청,수원우편집중국,성남우편집중국,0443001-030,성남집수원집왕복2-1,24,80,1180,0,0
2019-10-01,경인청,수원우편집중국,고양우편집중국,0403005-019,수원집고양집왕복2-1,126,80,825,0,0
2019-10-01,경인청,수원우편집중국,고양우편집중국,0403025-019,수원집고양집왕1-1,66,80,1249,327,635
2019-10-01,경인청,수원우편집중국,안양우편물류센터,0403016-020,수원집안양물왕복2-1,56,110,1738,0,0
2019-10-01,경인청,수원우편집중국,안양우편물류센터,0403019-020,수원집안양물왕1-1,27,14,18,0,0
2019-10-01,경인청,수원우편집중국,안양우편물류센터,0463019-020,안양물수원집왕복1-1,56,250,1302,0,0
2019-10-01,경인청,수원우편집중국,부평물류센터,0403026-019,수원집부평물류왕1-1,58,110,1257,0,0
2019-10-01,경인청,수원우편집중국,부평물류센터,0473003-020,부평물수원집왕복1-1,116,180,2234,0,0
2019-10-01,경인청,수원우편집중국,부산우편집중국,0402019-030,수원집부산집왕2-1,356,180,1405,0,0
2019-10-01,경인청,수원우편집중국,대전우편집중국,0402031-010,수원집대전집왕복2-1,287,110,919,0,748
