연월,항만,구분,입항_선박수,입항_총톤수,출항_선박수,출항_총톤수
202106,광양,외국선,694,21781191,691,21724130
202106,광양,연안선,953,2535816,971,2583387
202106,군산,국적선,34,725094,36,731174
202106,군산,외국선,114,3274764,119,3402359
202106,군산,연안선,194,320614,193,328005
202106,기타,국적선,0,0,0,0
202106,기타,외국선,0,0,0,0
202106,기타,연안선,51,107135,9,167388
202106,대산,국적선,84,524512,82,485205
202106,대산,외국선,139,4557954,140,4485313
202106,대산,연안선,349,745584,352,798276
202106,동해.묵호,국적선,10,221656,8,158055
202106,동해.묵호,외국선,70,642605,71,711251
202106,동해.묵호,연안선,300,1114369,306,1174531
202106,마산,국적선,45,730911,46,823411
202106,마산,외국선,89,2992723,90,2846987
202106,마산,연안선,280,1168452,285,1187283
202106,목포,국적선,9,47276,8,101155
202106,목포,외국선,53,1881630,53,2322230
202106,목포,연안선,555,1252485,558,1139408
202106,보령,국적선,0,0,1,75264
202106,보령,외국선,14,1105284,15,1171885
202106,보령,연안선,24,166404,22,144656
202106,부산,국적선,456,4175884,459,4028196
202106,부산,외국선,1370,45072189,1368,44795869
202106,부산,연안선,1660,1829254,1673,1787528
202106,삼척,국적선,0,0,0,0
202106,삼척,외국선,0,0,0,0
202106,삼척,연안선,88,396718,86,392492
202106,삼천포,국적선,2,94318,2,94318
202106,삼천포,외국선,6,357565,5,310583
202106,삼천포,연안선,51,58206,53,56822
202106,서귀포,국적선,0,0,0,0
202106,서귀포,외국선,0,0,0,0
202106,서귀포,연안선,146,71253,148,72635
202106,속초,국적선,0,0,0,0
202106,속초,외국선,1,777,1,777
202106,속초,연안선,8,6800,7,6771
202106,여수,국적선,8,185244,9,192795
202106,여수,외국선,291,13071714,286,12520579
202106,여수,연안선,469,222504,462,213768
202106,옥계,국적선,3,4140,4,5520
202106,옥계,외국선,4,63017,4,69519
202106,옥계,연안선,134,368225,135,364539
202106,옥포,국적선,7,91904,7,50915
202106,옥포,외국선,2,13973,4,461949
202106,옥포,연안선,151,187642,151,190727
202106,완도,국적선,0,0,0,0
202106,완도,외국선,0,0,0,0
202106,완도,연안선,37,39033,36,40768
202106,울산,국적선,290,1932824,276,2063525
202106,울산,외국선,609,13617361,617,14114987
202106,울산,연안선,1032,1404134,1039,1420827
202106,인천,국적선,88,1500938,92,1538933
202106,인천,외국선,560,11659604,567,11710311
202106,인천,연안선,711,1922558,708,1856079
202106,장승포,국적선,0,0,0,0
202106,장승포,외국선,0,0,0,0
202106,장승포,연안선,2,2746,2,2746
202106,장항,국적선,0,0,0,0
202106,장항,외국선,15,39070,15,39070
202106,장항,연안선,27,46174,27,45891
202106,제주,국적선,0,0,0,0
202106,제주,외국선,2,3715,2,3715
202106,제주,연안선,485,4143424,486,4144104
202106,진해,국적선,1,1501,1,1501
202106,진해,외국선,11,101462,9,44521
202106,진해,연안선,139,198427,141,210100
202106,태안,국적선,2,85165,2,85165
202106,태안,외국선,8,523130,10,634754
202106,태안,연안선,23,14379,24,13361
202106,통영,국적선,20,4678,19,4404
202106,통영,외국선,40,24027,40,24027
202106,통영,연안선,57,14490,55,13593
202106,평택.당진,국적선,62,1420030,60,1282896
202106,평택.당진,외국선,367,9628915,378,10136291
202106,평택.당진,연안선,261,722763,255,685791
202106,포항,국적선,67,345561,69,336629
202106,포항,외국선,148,4112303,144,3600908
202106,포항,연안선,284,720628,283,724746
202106,하동,국적선,2,164039,1,75752
202106,하동,외국선,7,605162,7,610690
202106,하동,연안선,11,9521,11,9521
202106,호산,국적선,1,75752,0,0
202106,호산,외국선,4,230270,2,141095
202106,호산,연안선,5,2823,5,2823
202107,경인,국적선,0,0,0,0
202107,경인,외국선,8,36919,8,36919
202107,경인,연안선,12,18025,12,18185
202107,고현,국적선,20,166274,24,199522
202107,고현,외국선,2,37541,2,37541
202107,고현,연안선,127,167287,129,166118
202107,광양,국적선,285,2480707,295,2446581
202107,광양,외국선,721,22959515,710,22038226
202107,광양,연안선,1051,2834615,1027,2816677
202107,군산,국적선,39,597223,39,579582
202107,군산,외국선,116,3497536,123,3605587
202107,군산,연안선,244,362507,240,340399
202107,기타,국적선,0,0,0,0
202107,기타,외국선,0,0,0,0
202107,기타,연안선,11,431345,66,340379
202107,대산,국적선,89,523600,83,503002
202107,대산,외국선,156,5058274,160,5111150
202107,대산,연안선,374,847141,379,879313
202107,동해.묵호,국적선,14,225271,12,238188
202107,동해.묵호,외국선,75,855120,70,694799
202107,동해.묵호,연안선,323,1127283,321,1053913
202107,마산,국적선,51,1054529,46,973797
202107,마산,외국선,86,2776034,86,2866728
202107,마산,연안선,305,1182088,293,1179300
202107,목포,국적선,14,232800,17,245337
202107,목포,외국선,48,1827943,58,2398864
202107,목포,연안선,574,1457555,581,1547354
202107,보령,국적선,2,125887,1,50623
202107,보령,외국선,21,1762859,19,1647996
202107,보령,연안선,34,251425,34,273013
202107,부산,국적선,473,4711313,483,4753584
202107,부산,외국선,1356,44032641,1366,44057158
202107,부산,연안선,1754,1794139,1742,1854701
202107,삼척,국적선,0,0,0,0
202107,삼척,외국선,0,0,0,0
202107,삼척,연안선,112,448366,112,446238
202107,삼천포,국적선,2,87912,0,0
202107,삼천포,외국선,10,506781,9,463454
202107,삼천포,연안선,54,75160,51,73838
202107,서귀포,국적선,0,0,0,0
202107,서귀포,외국선,0,0,0,0
202107,서귀포,연안선,136,61213,135,61206
202107,속초,국적선,0,0,0,0
202107,속초,외국선,1,777,0,0
202107,속초,연안선,7,3960,8,6661
202107,여수,국적선,23,175662,23,175662
202107,여수,외국선,273,10620288,274,11046997
202107,여수,연안선,472,229662,474,238692
202107,옥계,국적선,5,54077,5,54077
202107,옥계,외국선,5,76632,5,99240
202107,옥계,연안선,145,359985,147,365332
202107,옥포,국적선,2,43111,3,85097
202107,옥포,외국선,2,14069,6,483466
202107,옥포,연안선,91,133252,103,142443
202107,완도,국적선,0,0,0,0
202107,완도,외국선,0,0,0,0
202107,완도,연안선,209,162048,207,161012
202107,울산,국적선,298,2112266,295,2154405
202107,울산,외국선,626,15068617,643,15421447
202107,울산,연안선,1091,1469130,1088,1553696
202107,인천,국적선,85,1687744,89,1757337
202107,인천,외국선,569,11924279,573,12004135
202107,인천,연안선,713,2024838,697,1927555
202107,장승포,국적선,0,0,0,0
202107,장승포,외국선,0,0,0,0
202107,장승포,연안선,1,37,0,0
202107,장항,국적선,0,0,0,0
202107,장항,외국선,10,32098,9,26741
202107,장항,연안선,33,49820,35,56159
202107,제주,국적선,0,0,0,0
202107,제주,외국선,4,267387,4,267387
202107,제주,연안선,493,4119720,492,4096683
202107,진해,국적선,4,4429,4,4429
202107,진해,외국선,21,168281,19,133033
202107,진해,연안선,119,223679,118,218838
202107,태안,국적선,0,0,0,0
202107,태안,외국선,16,1117980,13,884342
202107,태안,연안선,12,6436,12,8014
202107,통영,국적선,14,7695,15,5416
202107,통영,외국선,41,42430,39,20382
202107,통영,연안선,43,19516,39,12779
202107,평택.당진,국적선,64,871024,63,938469
202107,평택.당진,외국선,348,9472391,344,9148778
202107,평택.당진,연안선,268,724627,271,759313
202107,포항,국적선,62,454050,63,423469
202107,포항,외국선,165,3613492,165,3996621
202107,포항,연안선,268,685061,263,672109
202107,하동,국적선,0,0,1,88287
202107,하동,외국선,9,621409,9,670722
202107,하동,연안선,16,9548,16,9548
202107,호산,국적선,1,38853,2,114605
202107,호산,외국선,13,1032760,14,1076880
202107,호산,연안선,7,3472,7,3472
202108,경인,국적선,0,0,0,0
202108,경인,외국선,4,21000,4,21000
202108,경인,연안선,7,10170,8,12686
202108,고현,국적선,21,153892,19,144380
202108,고현,외국선,1,21828,2,141166
202108,고현,연안선,120,150915,114,275304
202108,광양,국적선,274,2386588,277,2401307
202108,광양,외국선,719,21385738,694,21349032
202108,광양,연안선,1016,2636935,999,2494091
202108,군산,국적선,41,865961,40,789285
202108,군산,외국선,132,3708879,119,3515670
202108,군산,연안선,213,346780,210,369564
202108,기타,국적선,0,0,0,0
202108,기타,외국선,0,0,0,0
202108,기타,연안선,25,390495,9,299662
202108,대산,국적선,86,510850,75,447835
202108,대산,외국선,173,5889764,158,5078362
202108,대산,연안선,324,690429,341,748148
202108,동해.묵호,국적선,14,184375,10,195208
202108,동해.묵호,외국선,76,876597,79,959901
202108,동해.묵호,연안선,288,1048371,289,1126491
202108,마산,국적선,37,619203,43,705638
202108,마산,외국선,70,2283467,72,2367611
202108,마산,연안선,298,1030335,307,1025789
202108,목포,국적선,13,251678,13,217816
202108,목포,외국선,43,1352883,39,1403903
202108,목포,연안선,581,1454680,580,1440197
202108,보령,국적선,3,190673,4,265937
202108,보령,외국선,21,1605372,19,1485309
202108,보령,연안선,39,193895,39,173701
202108,부산,국적선,442,4053104,444,3900521
202108,부산,외국선,1387,43021834,1401,42283967
202108,부산,연안선,1666,1757022,1680,1729633
202108,삼척,국적선,0,0,0,0
202108,삼척,외국선,0,0,0,0
202108,삼척,연안선,87,353178,88,364606
202108,삼천포,국적선,1,19829,2,63785
202108,삼천포,외국선,11,520434,13,610743
202108,삼천포,연안선,28,38263,26,32574
202108,서귀포,국적선,0,0,0,0
202108,서귀포,외국선,0,0,0,0
202108,서귀포,연안선,201,59261,200,57886
202108,속초,국적선,0,0,0,0
202108,속초,외국선,1,777,2,1554
202108,속초,연안선,6,7684,6,7747
202108,여수,국적선,22,351965,22,358386
202108,여수,외국선,303,13078058,298,12896283
202108,여수,연안선,492,227103,493,228035
202108,옥계,국적선,4,5520,3,4140
202108,옥계,외국선,7,138180,8,141379
202108,옥계,연안선,143,338049,139,333317
202108,옥포,국적선,4,45993,4,45993
202108,옥포,외국선,1,2561,2,165861
202108,옥포,연안선,101,161698,92,150369
202108,완도,국적선,0,0,0,0
202108,완도,외국선,0,0,0,0
202108,완도,연안선,227,178128,228,179577
202108,울산,국적선,292,2062488,287,1919623
202108,울산,외국선,597,12737950,576,12274298
202108,울산,연안선,1049,1280529,1064,1304903
202108,인천,국적선,80,1060444,83,1056263
202108,인천,외국선,571,12823031,562,12799366
202108,인천,연안선,647,1718760,645,1706612
202108,장승포,국적선,0,0,0,0
202108,장승포,외국선,0,0,0,0
202108,장승포,연안선,1,232,0,0
202108,장항,국적선,0,0,0,0
202108,장항,외국선,5,10256,5,13217
202108,장항,연안선,35,59598,30,48659
202108,제주,국적선,0,0,0,0
202108,제주,외국선,4,534116,4,534116
202108,제주,연안선,504,4222281,505,4248268
202108,진해,국적선,0,0,0,0
202108,진해,외국선,9,123185,10,97213
202108,진해,연안선,113,203636,115,212689
202108,태안,국적선,1,43956,1,43956
202108,태안,외국선,8,556991,10,698259
202108,태안,연안선,10,5900,10,5900
202108,통영,국적선,19,6665,19,7072
202108,통영,외국선,48,25729,48,43035
202108,통영,연안선,41,8755,42,8966
202108,평택.당진,국적선,54,764393,54,837386
202108,평택.당진,외국선,358,10085525,352,9944638
202108,평택.당진,연안선,264,733255,263,720826
202108,포항,국적선,57,227226,61,286855
202108,포항,외국선,166,3196584,165,3388586
202108,포항,연안선,269,664255,274,664408
202108,하동,국적선,0,0,0,0
202108,하동,외국선,7,585568,7,581795
202108,하동,연안선,13,9391,12,9375
202108,호산,국적선,3,157107,2,118254
202108,호산,외국선,11,722795,8,530458
202108,호산,연안선,5,2916,5,2916
202109,경인,국적선,0,0,0,0
202109,경인,외국선,7,36221,6,30971
202109,경인,연안선,8,11222,8,11222
202109,고현,국적선,12,75010,10,64243
202109,고현,외국선,2,22380,1,16732
202109,고현,연안선,93,118877,92,116859
202109,광양,국적선,262,2222997,267,2288214
202109,광양,외국선,666,19302645,679,19132501
202109,광양,연안선,999,2373647,998,2436584
202109,군산,국적선,30,577879,33,590265
202109,군산,외국선,136,3625687,136,3719350
202109,군산,연안선,163,279250,171,287084
202109,기타,국적선,0,0,0,0
202109,기타,외국선,0,0,0,0
202109,기타,연안선,17,142471,10,150971
202109,대산,국적선,80,620331,63,531505
202109,대산,외국선,140,4743513,149,5473739
202109,대산,연안선,331,701375,348,799104
202109,동해.묵호,국적선,21,277823,11,144234
202109,동해.묵호,외국선,77,960735,71,774887
202109,동해.묵호,연안선,245,910329,258,934854
202109,마산,국적선,35,479416,37,487441
202109,마산,외국선,90,3360378,90,3400858
202109,마산,연안선,278,1005328,276,1004706
202109,목포,국적선,8,189200,11,232662
202109,목포,외국선,44,1651078,52,1902468
202109,목포,연안선,565,1142347,562,1086091
202109,보령,국적선,1,85386,0,0
202109,보령,외국선,19,1672246,22,1871869
202109,보령,연안선,28,246656,28,246807
202109,부산,국적선,405,3504174,410,3400542
202109,부산,외국선,1284,42607860,1266,41418428
202109,부산,연안선,1534,1577127,1511,1562167
202109,삼척,국적선,0,0,0,0
202109,삼척,외국선,0,0,0,0
202109,삼척,연안선,87,381779,87,373084
202109,삼천포,국적선,3,103228,4,147184
202109,삼천포,외국선,6,291353,4,182505
202109,삼천포,연안선,45,33580,46,37576
202109,서귀포,국적선,0,0,0,0
202109,서귀포,외국선,0,0,0,0
202109,서귀포,연안선,154,55991,154,55991
202109,속초,국적선,0,0,0,0
202109,속초,외국선,5,3419,5,3419
202109,속초,연안선,7,1543,7,1559
202109,여수,국적선,23,269332,21,258770
202109,여수,외국선,297,13730186,301,13955738
202109,여수,연안선,441,233163,437,226095
202109,옥계,국적선,5,6406,6,7786
202109,옥계,외국선,10,171647,10,171647
202109,옥계,연안선,112,298833,110,283963
202109,옥포,국적선,4,50694,4,50694
202109,옥포,외국선,2,5942,5,465661
202109,옥포,연안선,100,144174,100,140731
202109,완도,국적선,0,0,0,0
202109,완도,외국선,0,0,0,0
202109,완도,연안선,57,44957,59,45721
202109,울산,국적선,259,1789494,259,1873737
202109,울산,외국선,581,13667772,612,14375676
202109,울산,연안선,1068,1414824,1069,1407708
202109,인천,국적선,85,1542559,91,1611932
202109,인천,외국선,510,11550851,507,11324006
202109,인천,연안선,631,1767430,635,1755851
202109,장승포,국적선,0,0,0,0
202109,장승포,외국선,0,0,0,0
202109,장승포,연안선,0,0,1,232
202109,장항,국적선,0,0,0,0
202109,장항,외국선,4,8523,4,8731
202109,장항,연안선,24,31178,25,35523
202109,제주,국적선,0,0,0,0
202109,제주,외국선,3,4771,3,4771
202109,제주,연안선,405,3730033,407,3725602
202109,진해,국적선,5,8584,5,18784
202109,진해,외국선,11,88789,11,88789
202109,진해,연안선,95,193367,99,196732
202109,태안,국적선,0,0,0,0
202109,태안,외국선,10,690364,10,689374
202109,태안,연안선,17,10565,17,10565
202109,통영,국적선,20,7377,20,6770
202109,통영,외국선,34,36805,33,17239
202109,통영,연안선,42,9772,42,9561
202109,평택.당진,국적선,55,884612,58,857872
202109,평택.당진,외국선,349,10219191,353,10256397
202109,평택.당진,연안선,268,678054,268,623663
202109,포항,국적선,64,406956,56,351712
202109,포항,외국선,150,3817942,147,3284853
202109,포항,연안선,291,731272,280,702538
202109,하동,국적선,0,0,0,0
202109,하동,외국선,8,580114,8,534514
202109,하동,연안선,11,9634,11,9634
202109,호산,국적선,4,327576,5,366429
202109,호산,외국선,11,955211,14,1147548
202109,호산,연안선,9,248864,9,248864
202110,경인,국적선,0,0,0,0
202110,경인,외국선,5,23561,6,28811
202110,경인,연안선,10,15900,9,13384
202110,고현,국적선,18,145583,20,155942
202110,고현,외국선,1,3580,4,240044
202110,고현,연안선,109,138509,112,139017
202110,광양,국적선,246,2284608,257,2330571
202110,광양,외국선,710,21381625,731,22175848
202110,광양,연안선,1107,2659012,1114,2749923
202110,군산,국적선,26,385003,27,390640
202110,군산,외국선,131,4658431,137,4717749
202110,군산,연안선,170,317912,162,286750
202110,기타,국적선,0,0,0,0
202110,기타,외국선,0,0,0,0
202110,기타,연안선,20,344641,17,417508
202110,대산,국적선,61,370118,57,348439
202110,대산,외국선,166,5149641,172,5379042
202110,대산,연안선,348,703504,352,722740
202110,동해.묵호,국적선,13,229971,13,287589
202110,동해.묵호,외국선,82,992437,80,983758
202110,동해.묵호,연안선,242,990458,245,1071980
202110,마산,국적선,44,598135,44,598135
202110,마산,외국선,99,3768240,94,3633255
202110,마산,연안선,293,832062,292,837815
202110,목포,국적선,16,109317,14,104278
202110,목포,외국선,52,1668498,51,1810081
202110,목포,연안선,651,1556276,665,1531608
202110,보령,국적선,2,151820,2,161454
202110,보령,외국선,14,1228990,15,1263220
202110,보령,연안선,36,230281,38,230961
202110,부산,국적선,437,3860762,440,3784051
202110,부산,외국선,1362,45069690,1368,45595194
202110,부산,연안선,1849,1863253,1859,1832233
202110,삼척,국적선,0,0,0,0
202110,삼척,외국선,0,0,0,0
202110,삼척,연안선,110,439975,109,436814
202110,삼천포,국적선,0,0,0,0
202110,삼천포,외국선,8,443033,8,428859
202110,삼천포,연안선,70,55222,71,47063
202110,서귀포,국적선,0,0,0,0
202110,서귀포,외국선,0,0,0,0
202110,서귀포,연안선,183,118240,181,115320
202110,속초,국적선,0,0,0,0
202110,속초,외국선,3,1917,3,1917
202110,속초,연안선,7,5291,8,5304
202110,여수,국적선,28,356457,29,339313
202110,여수,외국선,368,16638959,371,16569656
202110,여수,연안선,557,253236,556,258748
202110,옥계,국적선,3,4140,3,4140
202110,옥계,외국선,8,171158,6,105920
202110,옥계,연안선,133,302369,134,305673
202110,옥포,국적선,6,12457,6,12457
202110,옥포,외국선,0,0,4,616162
202110,옥포,연안선,139,204205,138,205044
202110,완도,국적선,0,0,0,0
202110,완도,외국선,1,499,2,2504
202110,완도,연안선,44,57288,41,54410
202110,울산,국적선,255,2154914,259,2188053
202110,울산,외국선,636,14900077,632,15158538
202110,울산,연안선,1146,1584713,1148,1530540
202110,인천,국적선,91,1464005,88,1414390
202110,인천,외국선,514,11695522,523,11966546
202110,인천,연안선,740,2077803,723,2020209
202110,장항,국적선,0,0,0,0
202110,장항,외국선,4,11875,4,11402
202110,장항,연안선,38,52442,38,53554
202110,제주,국적선,0,0,0,0
202110,제주,외국선,2,127381,2,127381
202110,제주,연안선,480,4444017,476,4428073
202110,진해,국적선,1,5385,1,5385
202110,진해,외국선,14,188649,15,258227
202110,진해,연안선,112,215424,110,213609
202110,태안,국적선,1,43956,0,0
202110,태안,외국선,9,583690,9,633094
202110,태안,연안선,12,7337,11,5730
202110,통영,국적선,25,4509,27,12826
202110,통영,외국선,25,11330,26,29241
202110,통영,연안선,45,8338,45,8538
202110,평택.당진,국적선,68,1405380,68,1432709
202110,평택.당진,외국선,350,9675005,354,9923866
202110,평택.당진,연안선,260,726746,261,676259
202110,포항,국적선,57,434308,62,379919
202110,포항,외국선,158,3574372,164,3932430
202110,포항,연안선,351,736696,347,742343
202110,하동,국적선,0,0,0,0
202110,하동,외국선,7,552546,5,463180
202110,하동,연안선,7,5931,7,5931
202110,호산,국적선,1,38853,0,0
202110,호산,외국선,12,1068978,11,976297
202110,호산,연안선,6,4144,6,4144
202111,경인,국적선,0,0,0,0
202111,경인,외국선,4,21000,3,15750
202111,경인,연안선,18,17944,18,17944
202111,고현,국적선,16,130699,17,123237
202111,고현,외국선,6,61804,9,584554
202111,고현,연안선,85,113301,81,108509
202111,광양,국적선,272,2326525,259,2109666
202111,광양,외국선,698,19581640,682,19205153
202111,광양,연안선,1054,2453169,1036,2370555
202111,군산,국적선,36,681862,35,636988
202111,군산,외국선,117,3309163,115,3129759
202111,군산,연안선,167,315622,166,300986
202111,기타,국적선,0,0,0,0
202111,기타,외국선,0,0,0,0
202111,기타,연안선,2,119390,71,221682
202111,대산,국적선,51,299045,51,285447
202111,대산,외국선,136,4688279,130,4300780
202111,대산,연안선,315,711333,315,723632
202111,동해.묵호,국적선,16,223976,10,162438
202111,동해.묵호,외국선,77,874401,79,877176
202111,동해.묵호,연안선,225,1020509,238,1091374
202111,마산,국적선,47,678983,43,660341
202111,마산,외국선,100,3446917,97,3319690
202111,마산,연안선,298,782720,294,780243
202111,목포,국적선,8,161921,6,142368
202111,목포,외국선,56,1811793,52,1977015
202111,목포,연안선,634,1459991,619,1370426
202111,보령,국적선,1,87417,1,87417
202111,보령,외국선,14,1229984,11,1065205
202111,보령,연안선,25,90864,22,88573
202111,부산,국적선,416,4150330,410,3909432
202111,부산,외국선,1340,42017196,1342,41687446
202111,부산,연안선,1793,1758483,1795,1784183
202111,삼척,국적선,0,0,0,0
202111,삼척,외국선,0,0,0,0
202111,삼척,연안선,108,468798,104,455786
202111,삼천포,국적선,1,43956,1,43956
202111,삼천포,외국선,8,505751,8,488327
202111,삼천포,연안선,63,50064,62,47320
202111,서귀포,국적선,0,0,0,0
202111,서귀포,외국선,0,0,0,0
202111,서귀포,연안선,124,94659,127,98954
202111,속초,국적선,0,0,0,0
202111,속초,외국선,8,5866,8,5866
202111,속초,연안선,8,3195,4,1451
202111,여수,국적선,19,172260,19,163564
202111,여수,외국선,357,16980866,341,16246126
202111,여수,연안선,521,245644,520,244847
202111,옥계,국적선,3,4140,2,2760
202111,옥계,외국선,5,100032,6,135213
202111,옥계,연안선,118,299453,122,322117
202111,옥포,국적선,6,13798,6,13798
202111,옥포,외국선,5,25923,5,135426
202111,옥포,연안선,151,224804,148,209599
202111,완도,국적선,0,0,0,0
202111,완도,외국선,0,0,0,0
202111,완도,연안선,43,42684,43,41694
202111,울산,국적선,274,2044439,273,2114892
202111,울산,외국선,615,14153550,637,15180630
202111,울산,연안선,1147,1430261,1146,1486208
202111,인천,국적선,82,1246379,85,1309086
202111,인천,외국선,478,11658500,471,11378200
202111,인천,연안선,714,2033669,701,1962522
202111,장승포,국적선,0,0,0,0
202111,장승포,외국선,0,0,0,0
202111,장승포,연안선,1,204,1,204
202111,장항,국적선,0,0,0,0
202111,장항,외국선,5,10772,6,13433
202111,장항,연안선,40,56161,39,55170
202111,제주,국적선,0,0,0,0
202111,제주,외국선,1,161770,1,161770
202111,제주,연안선,439,4220352,437,4203386
202111,진해,국적선,3,3747,3,3747
202111,진해,외국선,11,137223,10,94547
202111,진해,연안선,96,209454,91,196274
202111,태안,국적선,0,0,1,43956
202111,태안,외국선,8,491340,7,395691
202111,태안,연안선,20,11399,21,13006
202111,통영,국적선,26,15342,24,3297
202111,통영,외국선,45,21656,46,22155
202111,통영,연안선,36,7636,36,6496
202111,평택.당진,국적선,66,922266,59,927942
202111,평택.당진,외국선,370,10518950,352,10242886
202111,평택.당진,연안선,249,584713,244,635302
202111,포항,국적선,54,308274,55,395168
202111,포항,외국선,158,3534853,152,3401386
202111,포항,연안선,313,771977,307,760881
202111,하동,국적선,1,75752,1,75752
202111,하동,외국선,5,359484,6,404301
202111,하동,연안선,15,10798,15,10798
202111,호산,국적선,0,0,1,38853
202111,호산,외국선,10,680048,11,777554
202111,호산,연안선,12,10792,11,9921
202112,경인,국적선,0,0,0,0
202112,경인,외국선,7,42999,8,48249
202112,경인,연안선,13,17225,14,19741
202112,고현,국적선,16,128511,18,151802
202112,고현,외국선,1,5986,2,121394
202112,고현,연안선,87,107070,88,107902
202112,광양,국적선,278,2329467,286,2436892
202112,광양,외국선,695,21351257,696,21616706
202112,광양,연안선,1035,3037195,1058,3116989
202112,군산,국적선,28,583246,30,689696
202112,군산,외국선,146,3968629,149,4118208
202112,군산,연안선,154,303629,154,322655
202112,기타,국적선,0,0,0,0
202112,기타,외국선,0,0,0,0
202112,기타,연안선,59,544251,4,436750
202112,대산,국적선,62,529521,45,325019
202112,대산,외국선,175,5380716,167,5314830
202112,대산,연안선,325,750570,321,768685
202112,동해.묵호,국적선,19,237640,15,217454
202112,동해.묵호,외국선,83,742563,88,858330
202112,동해.묵호,연안선,216,1046360,224,1082176
202112,마산,국적선,50,853002,52,870872
202112,마산,외국선,110,3609936,116,3721235
202112,마산,연안선,310,642584,310,611979
202112,목포,국적선,12,264319,9,252381
202112,목포,외국선,45,1481909,56,1797872
202112,목포,연안선,644,1761717,655,1857997
202112,보령,국적선,2,44378,3,120130
202112,보령,외국선,9,749640,12,963615
202112,보령,연안선,27,150827,29,152496
202112,부산,국적선,449,3807890,423,3601765
202112,부산,외국선,1396,43121695,1393,42886141
202112,부산,연안선,1742,1836101,1727,1805811
202112,삼척,국적선,0,0,0,0
202112,삼척,외국선,0,0,0,0
202112,삼척,연안선,97,459430,104,484827
202112,삼천포,국적선,3,135954,3,135954
202112,삼천포,외국선,6,281697,7,371013
202112,삼천포,연안선,83,69503,78,73890
202112,서귀포,국적선,0,0,0,0
202112,서귀포,외국선,0,0,0,0
202112,서귀포,연안선,128,126013,126,121923
202112,속초,국적선,0,0,0,0
202112,속초,외국선,9,7296,9,7296
202112,속초,연안선,9,7355,11,8455
202112,여수,국적선,30,279835,31,295199
202112,여수,외국선,364,15383905,376,16124877
202112,여수,연안선,572,281773,576,278142
202112,옥계,국적선,2,2760,3,4140
202112,옥계,외국선,2,36779,3,66836
202112,옥계,연안선,87,287038,86,286865
202112,옥포,국적선,8,93664,8,93664
202112,옥포,외국선,5,38677,7,201055
202112,옥포,연안선,154,227085,158,230890
202112,완도,국적선,0,0,0,0
202112,완도,외국선,1,7589,0,0
202112,완도,연안선,56,97342,55,73788
202112,울산,국적선,285,2230234,281,2231879
202112,울산,외국선,630,14414171,618,14167881
202112,울산,연안선,1207,1558476,1194,1508593
202112,인천,국적선,73,1133177,82,1216645
202112,인천,외국선,527,12988576,527,12859865
202112,인천,연안선,692,2375043,706,2189167
202112,장승포,국적선,0,0,0,0
202112,장승포,외국선,0,0,0,0
202112,장승포,연안선,1,507,1,507
202112,장항,국적선,0,0,0,0
202112,장항,외국선,6,19857,6,19857
202112,장항,연안선,33,50050,36,50144
202112,제주,국적선,2,20135,2,20135
202112,제주,외국선,2,7752,2,7752
202112,제주,연안선,434,4309164,436,4335456
202112,진해,국적선,1,796,1,796
202112,진해,외국선,16,112381,14,66625
202112,진해,연안선,126,226175,126,232771
202112,태안,국적선,1,43956,0,0
202112,태안,외국선,8,485189,9,580604
202112,태안,연안선,15,9320,14,9057
202112,통영,국적선,31,25959,30,22220
202112,통영,외국선,50,24827,49,22721
202112,통영,연안선,47,9583,44,8568
202112,평택.당진,국적선,52,1002951,54,1045682
202112,평택.당진,외국선,379,10798371,395,10927379
202112,평택.당진,연안선,242,764773,246,740612
202112,포항,국적선,60,434483,60,401134
202112,포항,외국선,182,3779592,183,3749461
202112,포항,연안선,275,670547,287,693389
202112,하동,국적선,0,0,0,0
202112,하동,외국선,6,496961,6,495352
202112,하동,연안선,10,6360,10,6360
202112,호산,국적선,2,134234,2,134234
202112,호산,외국선,9,617610,6,402450
202112,호산,연안선,12,9309,14,125790
202201,경인,국적선,0,0,0,0
202201,경인,외국선,5,25388,5,25388
202201,경인,연안선,5,10864,6,9206
202201,고현,국적선,16,106834,11,79356
202201,고현,외국선,2,132342,1,16732
202201,고현,연안선,110,133013,105,121450
202201,광양,국적선,283,2486141,276,2490142
202201,광양,외국선,712,20706752,707,20838379
202201,광양,연안선,1008,2359963,1008,2399308
202201,군산,국적선,26,583326,27,570615
202201,군산,외국선,145,3854877,133,3778849
202201,군산,연안선,128,277602,126,273805
202201,기타,국적선,0,0,0,0
202201,기타,외국선,0,0,0,0
202201,기타,연안선,4,89011,132,273781
202201,대산,국적선,77,468436,74,556948
202201,대산,외국선,196,6355779,202,6510277
202201,대산,연안선,351,834463,368,1063766
202201,동해.묵호,국적선,15,159429,8,140299
202201,동해.묵호,외국선,78,752691,72,650793
202201,동해.묵호,연안선,193,967522,200,981776
202201,마산,국적선,34,508823,34,513982
202201,마산,외국선,117,3872701,119,3899141
202201,마산,연안선,330,696038,314,694404
202201,목포,국적선,16,458197,17,433532
202201,목포,외국선,49,1416473,52,1823751
202201,목포,연안선,570,1353519,562,1362442
202201,보령,국적선,2,163485,2,163485
202201,보령,외국선,18,1517359,15,1263207
202201,보령,연안선,32,208797,31,207570
202201,부산,국적선,419,4029556,438,3908865
202201,부산,외국선,1387,45555847,1383,45133930
